CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	isDraggable	isDeletable	isTextChangeable	isActive
2145	babrsh2_2145	31131	Can be misused	-1	NA	18:10:53	462.496	815.33	NA	NA	NA	NA
2145	babrsh2_2145	31092	May become mandatory	-3	NA	18:06:28	992.896	624.931	NA	NA	NA	NA
2145	babrsh2_2145	31086	Better productivity	3	NA	18:06:08	791.649	506.358	NA	NA	NA	NA
2145	babrsh2_2145	31107	Enjoy life more	1	NA	18:24:29	126.958	704.969	NA	NA	NA	NA
2145	babrsh2_2145	31052	Psychological effects such as stress	-3	NA	18:03:35	839.146	831.778	NA	NA	NA	NA
2145	babrsh2_2145	31038	Not available for everyone	-3	NA		933.073	356.184	NA	NA	NA	NA
2145	babrsh2_2145	31078	Easy to use/uncomplicated	3	NA	18:05:43	755.472	53.4722	NA	NA	NA	NA
2145	babrsh2_2145	31061	Stay awake for as long as you want	10	NA	18:04:32	549.358	549.132	NA	NA	NA	NA
2145	babrsh2_2145	31056	Sleep when you want	3	NA	18:04:47	327.812	468.076	NA	NA	NA	NA
2145	babrsh2_2145	31044	Might not be legal	-1	NA	18:12:39	1235.5	671.944	NA	NA	NA	NA
2145	babrsh2_2145	31041	Expensive	-3	NA	18:03:04	1212.82	304.392	NA	NA	NA	NA
2145	babrsh2_2145	31023	Easy to dispose/get rid of	1	NA	18:01:47	259.988	83.9881	NA	NA	NA	NA
2145	babrsh2_2145	31019	Environmentally friendly	1	NA	18:01:27	19	95.4196	NA	NA	NA	NA
2145	babrsh2_2145	31015	Easy to install	2	NA	18:25:03	500.281	162.931	NA	NA	NA	NA
2145	babrsh2_2145	31013	No maintenance	3	NA		327.066	279.847	NA	NA	NA	NA
2145	babrsh2_2145	31007	No charging	2	NA	18:24:56	54.9965	305.188	NA	NA	NA	NA
2145	babrsh2_2145	31001	Data misuse/theft	-3	NA	18:00:17	1087.6	63.9549	NA	NA	NA	NA
2145	babrsh2_2145	30997	Hacking	-3	NA		910.281	189.378	NA	NA	NA	NA
2145	babrsh2_2145	30979	technological implant	0	NA		632.972	346.948	NA	NA	NA	NA
2216	babuim2_2216	32176	may support emotional health	1	NA	13:01:57	565.433	30.2107	NA	NA	NA	NA
2216	babuim2_2216	32175	may cause an increase in medicine	-2	NA		19	19	NA	NA	NA	NA
2216	babuim2_2216	32174	affecting emotional and mental wellbeing	-3	NA		292.322	136.877	NA	NA	NA	NA
2216	babuim2_2216	32173	affect on economy	0	NA		600.211	381.322	NA	NA	NA	NA
2216	babuim2_2216	32172	could bring new research to light	1	NA		751.111	255.556	NA	NA	NA	NA
2216	babuim2_2216	32171	regulating sleep	1	NA		695.556	93.3333	NA	NA	NA	NA
2216	babuim2_2216	32170	not enough info available at the moment	-2	NA		28.0995	354.433	NA	NA	NA	NA
2216	babuim2_2216	32169	damaging	-3	NA		36.3218	159.211	NA	NA	NA	NA
2216	babuim2_2216	32168	trust issues	-2	NA	12:56:05	166.667	47.7778	NA	NA	NA	NA
2216	babuim2_2216	32167	privacy	-2	NA		372.322	424.766	NA	NA	NA	NA
2216	babuim2_2216	32166	ethical issues	-3	NA	12:54:32	226.655	359.988	NA	NA	NA	NA
2216	babuim2_2216	32165	health issue	-3	NA		344.322	16	NA	NA	NA	NA
2216	babuim2_2216	32163	technological implant	0	NA		288.998	251.991	NA	NA	NA	NA
2141	bechan2_2141	30977	Impact on youth	10	Children are already seen to have much impact from games and computers in how their brains work and they perceive the world - what would access to an implant do?	18:13:47	267	377	NA	NA	NA	NA
2141	bechan2_2141	30962	Manipulation of nature	10	The implant goes against what humans are evolved to do - but through building societies we have already pushed into that region without implants	18:13:09	557	162	NA	NA	NA	NA
2141	bechan2_2141	31101	Being attacked/robbed while in a sleep cycle	-3	If people with implants have a set sleep cycle on, will they be able to wake up half way through, or will the implant not let them? This could lead to opportunistic theft or violent crime	18:12:30	739	345	NA	NA	NA	NA
2141	bechan2_2141	31139	Schemes may be possible to make the implant widely available if safe	1	NA		76	617	NA	NA	NA	NA
2141	bechan2_2141	31133	Any faults now may be perfected over time	3	As with any technology, it could improve overtime and become irreplaceable or receive updates	18:14:51	524	609	NA	NA	NA	NA
2141	bechan2_2141	31121	Unknown errors may damage brain - you can never be sure	-1	You can never rule out all issues, and with the brain especially this is incredibly high risk	18:14:07	29	339	NA	NA	NA	NA
2141	bechan2_2141	31116	May be used or misused to party/study/etc.	10	NA		114	457	NA	NA	NA	NA
2141	bechan2_2141	31112	May be used as status amongst youth	-1	NA	18:08:54	270	536	NA	NA	NA	NA
2141	bechan2_2141	31106	May bring further improvements going forward - improved implants etc.	1	NA		622	508	NA	NA	NA	NA
2141	bechan2_2141	31097	Changing the nature of humans	10	NA		752	107	NA	NA	NA	NA
2141	bechan2_2141	31094	Society may become reliant on implants	10	Medicine may be forever changed - patients opting not to, or unable to, have the implant may be disadvantaged	18:15:27	20	160	NA	NA	NA	NA
2141	bechan2_2141	31090	Could save lives/improve wellbeing	2	NA	18:06:18	53	72	NA	NA	NA	NA
2141	bechan2_2141	31018	Danger to civilians using the device	-2	NA		480	22	NA	NA	NA	NA
2141	bechan2_2141	31009	May be able to track hacking teams through reverse	3	Use signals/tracking in reverse etc.	18:14:19	264	20	NA	NA	NA	NA
2141	bechan2_2141	30963	Access to hackers	-1	NA	17:59:46	381	138	NA	NA	NA	NA
2141	bechan2_2141	30986	Technological advancements	2	NA	17:59:54	479	377	NA	NA	NA	NA
2141	bechan2_2141	30983	Lack of control	-1	NA	18:00:11	155	269	NA	NA	NA	NA
2141	bechan2_2141	30980	Vulnerability during sleep	-2	NA	17:59:50	587	273	NA	NA	NA	NA
2141	bechan2_2141	30966	Improvement in medicine	3	NA	18:00:16	189	160	NA	NA	NA	NA
2141	bechan2_2141	30959	technological implant	0	 		378	272	NA	NA	NA	NA
2182	bopofr2_2182	31714	if it becomes more in demand, some people might be forced to use it for their jobs or school	-3	NA		39	626	NA	NA	NA	NA
2182	bopofr2_2182	31710	voluntary	3	NA		278	517	NA	NA	NA	NA
2182	bopofr2_2182	31708	could become a thing of status amongst rich people	10	NA		206	116	NA	NA	NA	NA
2182	bopofr2_2182	31706	could become more expensive when it gets more in demand	10	NA	22:04:28	408	20	NA	NA	NA	NA
2182	bopofr2_2182	31705	affordable	0	NA		415	145	NA	NA	NA	NA
2182	bopofr2_2182	31704	can lead to long term effects	-3	NA		90	495	NA	NA	NA	NA
2182	bopofr2_2182	31702	can help people with sleep disorders	3	NA		729	559	NA	NA	NA	NA
2182	bopofr2_2182	31700	can lead to abuse of implant and individual	-3	NA		409	621	NA	NA	NA	NA
2182	bopofr2_2182	31698	can be hacked	-3	NA	21:57:51	668	658	NA	NA	NA	NA
2182	bopofr2_2182	31697	controlled through app	0	NA		529	495	NA	NA	NA	NA
2182	bopofr2_2182	31696	increases productivity	3	NA		724	418	NA	NA	NA	NA
2182	bopofr2_2182	31695	not a lot of research has been done	-3	NA		642	291	NA	NA	NA	NA
2182	bopofr2_2182	31694	uses body's energy to work	10	NA	21:59:01	223	360	NA	NA	NA	NA
2182	bopofr2_2182	31691	saves money on buying things to charge it	3	NA		38	372	NA	NA	NA	NA
2182	bopofr2_2182	31690	energy autonomous	3	NA		75	207	NA	NA	NA	NA
2182	bopofr2_2182	31689	saves money	3	NA		146	20	NA	NA	NA	NA
2182	bopofr2_2182	31688	self-repairing	3	NA		37	97	NA	NA	NA	NA
2182	bopofr2_2182	31687	can cause long term effects on body	-3	NA		756	20	NA	NA	NA	NA
2182	bopofr2_2182	31685	good for the planet	3	NA		762	197	NA	NA	NA	NA
2182	bopofr2_2182	31683	biodegradable	10	NA	21:51:52	594	106	NA	NA	NA	NA
2182	bopofr2_2182	31676	technological implant	0	NA		430	321	NA	NA	NA	NA
2174	brabgo2_2174	31603	concerns re hacking	-3	NA	20:52:15	1943.33	843.333	NA	NA	NA	NA
2174	brabgo2_2174	31600	we don't know the policies for privacy	-3	NA	20:51:57	1756.33	603.333	NA	NA	NA	NA
2174	brabgo2_2174	31596	increased productivity/efficiecy	10	NA	20:43:36	1421.67	161.333	NA	NA	NA	NA
2174	brabgo2_2174	31595	exploitable by employers	-3	NA	20:43:21	1584.97	480.286	NA	NA	NA	NA
2174	brabgo2_2174	31593	coercion to get the impant	-3	even if the implant isn;t officially compulsory, the applications and increased productivity will almost certainly lead to huge social and economic pressure to get one	20:43:00	1529.67	756.661	NA	NA	NA	NA
2174	brabgo2_2174	31592	Social inequality	-3	NA	20:41:46	1262	831.667	NA	NA	NA	NA
2174	brabgo2_2174	31589	access	0	NA		931.75	738.75	NA	NA	NA	NA
2174	brabgo2_2174	31582	cost	10	NA		606.984	586.5	NA	NA	NA	NA
2174	brabgo2_2174	31584	People may have to pay to access	-3	NA	20:37:59	325.729	714.005	NA	NA	NA	NA
2174	brabgo2_2174	31578	could be used to treat sleep disorders	3	NA	20:35:31	297.5	17	NA	NA	NA	NA
2174	brabgo2_2174	31577	self repairing	3	NA		40.25	99	NA	NA	NA	NA
2174	brabgo2_2174	31576	biodegradable	3	NA		22	379.98	NA	NA	NA	NA
2174	brabgo2_2174	31575	sustainable to create	3	NA		80.4805	212.5	NA	NA	NA	NA
2174	brabgo2_2174	31572	controls sleep	10	NA		519	104	NA	NA	NA	NA
2174	brabgo2_2174	31571	affect soldier's behaviour	-3	NA	20:32:47	1089	20	NA	NA	NA	NA
2174	brabgo2_2174	31570	Military applications	-2	NA		909.995	28.9792	NA	NA	NA	NA
2174	brabgo2_2174	31569	application	0	NA		980	171.979	NA	NA	NA	NA
2174	brabgo2_2174	31568	privacy	0	NA		1030.99	393.984	NA	NA	NA	NA
2174	brabgo2_2174	31567	Sustainability	0	NA		189.984	404	NA	NA	NA	NA
2174	brabgo2_2174	31566	technological implant	0	 		618	354.98	NA	NA	NA	NA
2129	brhuan2_2129	30779	Police	10	the police could use this to stay up longer and be more alert, but they might abuse it if it has side efffects and makes them more aggressive 	18:01:59	616.5	20	NA	NA	NA	NA
2129	brhuan2_2129	30971	hackers?	-1	could hackers remotely shut people down by making them fall asleep. it is controlled by an APP so it could be unsecure 	17:59:07	285.25	508.25	NA	NA	NA	NA
2129	brhuan2_2129	30955	Waste of money?	-1	could there have been a better use for the money. how much was spent researching this? people are going hungry	17:57:59	791	389.5	NA	NA	NA	NA
2129	brhuan2_2129	30925	surveillance	-2	NA	17:56:19	143.75	427	NA	NA	NA	NA
2129	brhuan2_2129	30904	unnatural	10	are we messing with nature too much	17:54:43	161	296.5	NA	NA	NA	NA
2129	brhuan2_2129	30902	dystopia	-1	NA		376.75	350	NA	NA	NA	NA
2129	brhuan2_2129	30846	athletes?	10	would it be unfair, or classed as doping	17:51:59	265.5	27	NA	NA	NA	NA
2129	brhuan2_2129	30838	unavailable	-1	NA	17:56:40	1177.75	384	NA	NA	NA	NA
2129	brhuan2_2129	30834	elitism?	-1	NA		1034.75	507.75	NA	NA	NA	NA
2129	brhuan2_2129	30821	unfair?	-1	NA	17:49:44	979.75	383	NA	NA	NA	NA
2129	brhuan2_2129	30813	downsides?	-1	NA		770	244	NA	NA	NA	NA
2129	brhuan2_2129	30718	painful	-1	NA	17:44:42	1003	157	NA	NA	NA	NA
2129	brhuan2_2129	30805	insomniacs	2	insomniacs and people with other sleep problems would really benefit from this	17:51:23	87.75	68	NA	NA	NA	NA
2129	brhuan2_2129	30774	elderly	1	NA		438.25	21	NA	NA	NA	NA
2129	brhuan2_2129	30760	soldiers	-1	there could be side effects that make them more aggresive or trigger happy.	17:53:09	793.5	24	NA	NA	NA	NA
2129	brhuan2_2129	30753	who will use it?	10	NA		585.25	150.25	NA	NA	NA	NA
2129	brhuan2_2129	30749	healthier	2	NA	17:46:53	681	569	NA	NA	NA	NA
2129	brhuan2_2129	30737	helps sleep	3	NA		478.117	550.783	NA	NA	NA	NA
2129	brhuan2_2129	30733	useful	2	NA		589.883	433.883	NA	NA	NA	NA
2129	brhuan2_2129	30721	side effects?	-1	NA		1022.22	261.783	NA	NA	NA	NA
2129	brhuan2_2129	30719	surgery	-2	NA	17:44:21	973	44	NA	NA	NA	NA
2129	brhuan2_2129	30699	bio degradable	1	NA		201	163	NA	NA	NA	NA
2129	brhuan2_2129	30691	eco friendly	1	NA	17:42:54	383	225	NA	NA	NA	NA
2129	brhuan2_2129	30680	technological implant	-2	NA	17:42:31	607	316	NA	NA	NA	NA
2180	bumado2_2180	31686	Psychological impact	-2	Just because the implant makes it so you don't feel tired, doesn't mean it is healthy to go days without sleeping. This could encourage extremely long working days or students who study all night and end up suffering mentally because of it. 	21:53:09	83	519	NA	NA	NA	NA
2180	bumado2_2180	31662	Is metabolising the implant dangerous?	10	This might be safe to do, but the implant is near the brain which mike make this dangerous	21:44:31	237	530	NA	NA	NA	NA
2180	bumado2_2180	31681	Data privacy	-2	Would companies/governments be able to monitor brain activity and potentially use this e.g., for advertising health care products	21:51:48	625	211	NA	NA	NA	NA
2180	bumado2_2180	31680	Powered by body's resources	10	Depending on how much of the brains blood supply this uses, it could be concerning that resources are being diverted away from essential body processes towards the implant	21:51:04	24	261	NA	NA	NA	NA
2180	bumado2_2180	31674	Problems with affordability	-2	NA		185	175	NA	NA	NA	NA
2180	bumado2_2180	31672	Device is near the brain?	-2	It sounds very risky to have the implant installed near the brain, could it potentially cause damage or infections which could risk lives?	21:48:02	20	403	NA	NA	NA	NA
2180	bumado2_2180	31670	Should children be able to use it?	10	This could be positive because it would help children get well rested and concentrate more at school. However, should parents be able to control the app and force children to sleep and wake at certain times? This seems abusive. 	21:46:42	616	413	NA	NA	NA	NA
2180	bumado2_2180	31668	dependency	-1	People might end up being dependent on using the implant and they'll struggle to sleep even more without it	21:45:49	392	462	NA	NA	NA	NA
2180	bumado2_2180	31663	Health concerns	-3	NA	21:43:55	190	347	NA	NA	NA	NA
2180	bumado2_2180	31660	Don't waste time trying to get to sleep	2	NA	21:42:44	581	83	NA	NA	NA	NA
2180	bumado2_2180	31658	Helping insomniacs	3	This is a serious condition and would be treated very effectively with an implant like this, improving many people's lives. Maybe the implant should only be allowed to be used as a medical device for insomniacs?	21:54:05	332	80	NA	NA	NA	NA
2180	bumado2_2180	31652	Hacking	-2	People might want to hack the devices to steal information (e.g., about health) or to force people to sleep/wake when they don't want to). If you knew everyone was asleep and wouldn't wake up until 9am then you could rob them easier etc	21:41:20	630	314	NA	NA	NA	NA
2180	bumado2_2180	31650	technological implant	0	 		378	272	NA	NA	NA	NA
2172	cabero2_2172	31519	Long term side effects unknown	-1	NA	19:51:37	109	380	NA	NA	NA	NA
2172	cabero2_2172	31518	Requiremt for some jobs	-1	NA	19:50:40	415	576	NA	NA	NA	NA
2172	cabero2_2172	31517	Use without consent	-1	NA	19:50:17	644	498	NA	NA	NA	NA
2172	cabero2_2172	31514	Ethical issues	0	NA	19:51:02	428	441	NA	NA	NA	NA
2172	cabero2_2172	31512	Surveillance by government	-1	NA		642	337	NA	NA	NA	NA
2172	cabero2_2172	31496	More energy	2	NA	19:46:53	130	40	NA	NA	NA	NA
2172	cabero2_2172	31495	increased productivity	3	NA	19:46:56	127	124	NA	NA	NA	NA
2172	cabero2_2172	31492	Personal use	0	NA		334	88	NA	NA	NA	NA
2172	cabero2_2172	31489	insomnia	1	NA	19:46:18	379	20	NA	NA	NA	NA
2172	cabero2_2172	31485	Medical uses would be useful	1	NA	19:45:55	592	74	NA	NA	NA	NA
2172	cabero2_2172	31482	technological implant	0	NA		378	272	NA	NA	NA	NA
2127	chbost2_2127	30820	Use by children	10	NA		27.401	400.99	NA	NA	NA	NA
2127	chbost2_2127	30876	What about left over pieces?	-3	NA		796.333	608.333	NA	NA	NA	NA
2127	chbost2_2127	30871	Biodegradable	10	NA		723.333	498.667	NA	NA	NA	NA
2127	chbost2_2127	30866	How expensive will this be?	10	NA		373	162.995	NA	NA	NA	NA
2127	chbost2_2127	30864	Who controls the dat collected?	-3	NA		621.333	9.66666	NA	NA	NA	NA
2127	chbost2_2127	30858	Third Party companies	-1	NA	17:51:46	453.333	7.99998	NA	NA	NA	NA
2127	chbost2_2127	30855	Do we need to control people?	-2	NA		365	687	NA	NA	NA	NA
2127	chbost2_2127	30845	Creation of 2 classes of people	-3	NA		7	313	NA	NA	NA	NA
2127	chbost2_2127	30837	Who holds the data?	-3	NA		58.7143	55.2857	NA	NA	NA	NA
2127	chbost2_2127	30831	Is it always safe?	-3	NA		191.143	131.143	NA	NA	NA	NA
2127	chbost2_2127	30828	Should we fund this?	-3	NA		31.5714	148.286	NA	NA	NA	NA
2127	chbost2_2127	30824	Ethics	-3	NA		103.26	233.854	NA	NA	NA	NA
2127	chbost2_2127	30817	Offer more productivity in life	3	NA		1013.99	615.417	NA	NA	NA	NA
2127	chbost2_2127	30812	Help encourage healthy lifestyles	3	NA		1130.27	337.24	NA	NA	NA	NA
2127	chbost2_2127	30808	Help improve motivation for things	3	NA		1019.86	411.714	NA	NA	NA	NA
2127	chbost2_2127	30800	Not sure if everyone should be doing this though!	10	NA		1282.55	662.422	NA	NA	NA	NA
2127	chbost2_2127	30795	Use implant to better oneself.	1	NA		1206.14	551.571	NA	NA	NA	NA
2127	chbost2_2127	30786	Help stabilise body functions	3	NA	17:47:57	1194.29	442.571	NA	NA	NA	NA
2127	chbost2_2127	30780	Improve personal performance	2	NA	17:47:36	1022.95	507.552	NA	NA	NA	NA
2127	chbost2_2127	30764	Do we want super people?	-3	NA		201.38	624.552	NA	NA	NA	NA
2127	chbost2_2127	30758	Aimed to kill people	-3	NA		502.427	603.854	NA	NA	NA	NA
2127	chbost2_2127	30754	Use for war	-3	NA		173.693	493.125	NA	NA	NA	NA
2127	chbost2_2127	30750	Aid/fund terrorism	-3	NA		335.571	537.571	NA	NA	NA	NA
2127	chbost2_2127	30745	Abuse of soldiers	-3	NA		498.26	488.411	NA	NA	NA	NA
2127	chbost2_2127	30744	Military use	-3	NA		350.266	416.661	NA	NA	NA	NA
2127	chbost2_2127	30739	Be used to keep people alive	3	NA		544.25	113	NA	NA	NA	NA
2127	chbost2_2127	30731	Benefit future research	3	NA		703.984	335.495	NA	NA	NA	NA
2127	chbost2_2127	30728	Ensure those with disorders can be treated	2	NA		811.988	253.996	NA	NA	NA	NA
2127	chbost2_2127	30712	Improve patient's lives with cutting edge tech	3	NA		733.964	122.969	NA	NA	NA	NA
2127	chbost2_2127	30700	medical research/use	1	NA	17:43:36	634.953	243.932	NA	NA	NA	NA
2127	chbost2_2127	30661	technological implant	0	NA		373.958	275.932	NA	NA	NA	NA
2159	chrost2_2159	31353	organised crime surge e.g. putting security guards to sleep	-3	NA	18:56:06	610	553	NA	NA	NA	NA
2159	chrost2_2159	31351	hackers implications	-3	NA	18:55:09	452	446	NA	NA	NA	NA
2159	chrost2_2159	31348	new cold war as nations rush to compete strategically	-3	NA	18:53:05	262	6	NA	NA	NA	NA
2159	chrost2_2159	31346	less less cardiovascular disease, especially	3	NA	18:51:20	285	544	NA	NA	NA	NA
2159	chrost2_2159	31341	stronger public health	3	NA	18:49:34	61	536	NA	NA	NA	NA
2159	chrost2_2159	31334	increased happiness	3	NA	18:46:29	846	172	NA	NA	NA	NA
2159	chrost2_2159	31333	less psychological impairment	3	NA	18:48:29	65	298	NA	NA	NA	NA
2159	chrost2_2159	31330	medical benefits	3	NA	18:44:51	191	412	NA	NA	NA	NA
2159	chrost2_2159	31327	military implications	-3	NA	18:43:37	69	79	NA	NA	NA	NA
2159	chrost2_2159	31308	increased efficiency	3	NA	18:41:35	618	20	NA	NA	NA	NA
2159	chrost2_2159	31304	increased productivity at work	3	NA	18:42:00	827	6	NA	NA	NA	NA
2159	chrost2_2159	31301	schedule sleep according to lifestyle	3	NA	18:42:13	620	327	NA	NA	NA	NA
2159	chrost2_2159	31299	better sleep	3	NA	18:42:06	629	157	NA	NA	NA	NA
2159	chrost2_2159	31294	technological implant	0	NA		411	241	NA	NA	NA	NA
2204	cofrni2_2204	32018	Data Privacy/Hacking	-3	Due to the implant being new, it is unlikely that they can make the security flawless. This could lead to hackers.	21:09:34	72.4306	524.879	NA	NA	NA	NA
2204	cofrni2_2204	32017	Reduces Accidents	3	Can reduce fatigue and tiredness, so will decrease accidents such as traffic accidents.	21:04:57	803.972	419.205	NA	NA	NA	NA
2204	cofrni2_2204	32016	Fear/Bullying	-1	NA	21:03:38	809.222	118.889	NA	NA	NA	NA
2204	cofrni2_2204	32015	Class System	-2	The implant could create a rich/poor class system with people who do and people who don't have the implant.	21:11:52	387.656	116.767	NA	NA	NA	NA
2204	cofrni2_2204	32014	Increased Killing	-3	Could make military soldiers more likely to cause violence or murder in the line of duty.	21:05:47	477.771	518.208	NA	NA	NA	NA
2204	cofrni2_2204	32013	Drug Replacement	1	The implant could replace the need for certain medication, producing a cheaper and easier use of medication.	21:10:57	13	378.757	NA	NA	NA	NA
2204	cofrni2_2204	32012	Money Making by companies	-2	The implant could create ways of big corporations making money from the implants and implementing unwanted features or preying upon people with the implant.	21:07:59	264.997	499.99	NA	NA	NA	NA
2204	cofrni2_2204	32011	Unknown Factors	10	There are still many unknown factors, which could be good or bad, and these are not yet known.	21:05:20	684.99	505	NA	NA	NA	NA
2204	cofrni2_2204	32010	Regulates Sleep Cycle	3	Can help people reduce fatigue and tiredness, and can help reduce accidents.	21:18:11	10	273.993	NA	NA	NA	NA
2204	cofrni2_2204	32009	Decomposes when no longer wanted	3	When the implant is no longer needed, the implant decomposes without need for any operation to remove.	21:11:29	562.99	70.9931	NA	NA	NA	NA
2204	cofrni2_2204	32008	Energy Efficient/No Maintenance	3	No Power needed, so runs itself. No dangerous power systems running in your head.	21:04:05	795.976	252.997	NA	NA	NA	NA
2204	cofrni2_2204	32007	App Controllable	10	The implant is app controlled, this could be good or bad depending on who has access to control the implant.	21:12:29	210	177.99	NA	NA	NA	NA
2204	cofrni2_2204	32006	Easily Implanted	2	Non invasive to implant in the head.	21:17:52	138	20	NA	NA	NA	NA
2204	cofrni2_2204	32005	Small in size	3	Implant is small, so can easily be implanted and doesn't take lots of room.	20:52:48	747.976	21	NA	NA	NA	NA
2204	cofrni2_2204	32004	technological implant	0	 The positives and negatives of a brain implant.	21:06:06	468	291.993	NA	NA	NA	NA
2140	crjori2_2140	31075	Data privacy	-3	NA		20	367	NA	NA	NA	NA
2140	crjori2_2140	31062	Non-invasive	3	NA		546	342	NA	NA	NA	NA
2140	crjori2_2140	31051	Biodegradable in the body	3	non invasive	18:03:30	719	412	NA	NA	NA	NA
2140	crjori2_2140	31035	Self-repairing	2	NA		710	300	NA	NA	NA	NA
2140	crjori2_2140	30972	Not fully tested, no long term studies available	-3	NA		23	239	NA	NA	NA	NA
2140	crjori2_2140	30957	Hacking risk	-3	NA		20	131	NA	NA	NA	NA
2140	crjori2_2140	30949	Unequal society	-3	NA		20	20	NA	NA	NA	NA
2140	crjori2_2140	30946	Unnatural	-1	NA		180	65	NA	NA	NA	NA
2140	crjori2_2140	30943	Ethical issues	-3	NA		198	172	NA	NA	NA	NA
2140	crjori2_2140	30936	Improved productivity	3	NA		643	124	NA	NA	NA	NA
2140	crjori2_2140	30931	Improved sleep	3	NA		637	20	NA	NA	NA	NA
2140	crjori2_2140	30917	Benefits for children & adults	3	NA	17:55:07	382	20	NA	NA	NA	NA
2140	crjori2_2140	30912	Health benefits	3	NA		433	137	NA	NA	NA	NA
2140	crjori2_2140	30891	technological implant	0	 		378	272	NA	NA	NA	NA
2230	dewaed2_2230	32927	class dividing	-2	NA		16	291.667	NA	NA	NA	NA
2230	dewaed2_2230	32857	side effects	-2	NA		55.3333	110.111	NA	NA	NA	NA
2230	dewaed2_2230	32856	painful	-2	NA	22:10:04	179.444	30.8819	NA	NA	NA	NA
