CAM.x	participantCAM.x	id	text	value	comment	date	x_pos	y_pos	isDraggable	isDeletable.x	isTextChangeable	isActive.x	CAM.y	participantCAM.y	id.y	idending	intensity	agreement	isBidirectional	isDeletable.y	isActive.y
2145	babrsh2_2145	31052	Psychological effects such as stress	-3	NA	18:03:35	839.146	831.778	NA	NA	NA	NA	2145	babrsh2_2145	30971	31131	9	1	1	NA	NA
2145	babrsh2_2145	31052	Psychological effects such as stress	-3	NA	18:03:35	839.146	831.778	NA	NA	NA	NA	2145	babrsh2_2145	30957	31061	9	0	1	NA	NA
2145	babrsh2_2145	31038	Not available for everyone	-3	NA		933.073	356.184	NA	NA	NA	NA	2145	babrsh2_2145	30953	31044	6	1	1	NA	NA
2145	babrsh2_2145	31038	Not available for everyone	-3	NA		933.073	356.184	NA	NA	NA	NA	2145	babrsh2_2145	30952	31041	6	1	1	NA	NA
2145	babrsh2_2145	31038	Not available for everyone	-3	NA		933.073	356.184	NA	NA	NA	NA	2145	babrsh2_2145	30950	30979	9	0	0	NA	NA
2145	babrsh2_2145	31078	Easy to use/uncomplicated	3	NA	18:05:43	755.472	53.4722	NA	NA	NA	NA	2145	babrsh2_2145	30938	30997	6	1	0	NA	NA
2145	babrsh2_2145	31078	Easy to use/uncomplicated	3	NA	18:05:43	755.472	53.4722	NA	NA	NA	NA	2145	babrsh2_2145	30936	30979	6	1	0	NA	NA
2145	babrsh2_2145	31044	Might not be legal	-1	NA	18:12:39	1235.5	671.944	NA	NA	NA	NA	2145	babrsh2_2145	30955	31052	9	1	1	NA	NA
2145	babrsh2_2145	31023	Easy to dispose/get rid of	1	NA	18:01:47	259.988	83.9881	NA	NA	NA	NA	2145	babrsh2_2145	31001	31013	6	1	0	NA	NA
2145	babrsh2_2145	31023	Easy to dispose/get rid of	1	NA	18:01:47	259.988	83.9881	NA	NA	NA	NA	2145	babrsh2_2145	30994	31019	6	1	0	NA	NA
2145	babrsh2_2145	31019	Environmentally friendly	1	NA	18:01:27	19	95.4196	NA	NA	NA	NA	2145	babrsh2_2145	30993	31007	9	1	0	NA	NA
2145	babrsh2_2145	31015	Easy to install	2	NA	18:25:03	500.281	162.931	NA	NA	NA	NA	2145	babrsh2_2145	30998	30979	6	1	0	NA	NA
2145	babrsh2_2145	31013	No maintenance	3	NA		327.066	279.847	NA	NA	NA	NA	2145	babrsh2_2145	30989	31007	6	1	0	NA	NA
2145	babrsh2_2145	31013	No maintenance	3	NA		327.066	279.847	NA	NA	NA	NA	2145	babrsh2_2145	30988	30979	6	1	0	NA	NA
2145	babrsh2_2145	31001	Data misuse/theft	-3	NA	18:00:17	1087.6	63.9549	NA	NA	NA	NA	2145	babrsh2_2145	30929	30997	9	1	0	NA	NA
2145	babrsh2_2145	30979	technological implant	0	NA		632.972	346.948	NA	NA	NA	NA	2145	babrsh2_2145	30946	31056	9	1	0	NA	NA
2145	babrsh2_2145	30979	technological implant	0	NA		632.972	346.948	NA	NA	NA	NA	2145	babrsh2_2145	30947	31061	9	1	0	NA	NA
2145	babrsh2_2145	31131	Can be misused	-1	NA	18:10:53	462.496	815.33	NA	NA	NA	NA	2145	babrsh2_2145	30971	31052	9	1	1	NA	NA
2145	babrsh2_2145	31092	May become mandatory	-3	NA	18:06:28	992.896	624.931	NA	NA	NA	NA	2145	babrsh2_2145	31024	31052	6	1	1	NA	NA
2145	babrsh2_2145	31086	Better productivity	3	NA	18:06:08	791.649	506.358	NA	NA	NA	NA	2145	babrsh2_2145	31011	31092	9	1	1	NA	NA
2145	babrsh2_2145	31052	Psychological effects such as stress	-3	NA	18:03:35	839.146	831.778	NA	NA	NA	NA	2145	babrsh2_2145	30955	31044	9	1	1	NA	NA
2145	babrsh2_2145	31061	Stay awake for as long as you want	10	NA	18:04:32	549.358	549.132	NA	NA	NA	NA	2145	babrsh2_2145	30957	31052	9	0	1	NA	NA
2145	babrsh2_2145	31061	Stay awake for as long as you want	10	NA	18:04:32	549.358	549.132	NA	NA	NA	NA	2145	babrsh2_2145	30942	31086	6	1	1	NA	NA
2145	babrsh2_2145	31056	Sleep when you want	3	NA	18:04:47	327.812	468.076	NA	NA	NA	NA	2145	babrsh2_2145	30980	31144	6	1	1	NA	NA
2145	babrsh2_2145	31056	Sleep when you want	3	NA	18:04:47	327.812	468.076	NA	NA	NA	NA	2145	babrsh2_2145	30977	31107	6	1	1	NA	NA
2145	babrsh2_2145	31044	Might not be legal	-1	NA	18:12:39	1235.5	671.944	NA	NA	NA	NA	2145	babrsh2_2145	30953	31038	6	1	1	NA	NA
2145	babrsh2_2145	31041	Expensive	-3	NA	18:03:04	1212.82	304.392	NA	NA	NA	NA	2145	babrsh2_2145	30952	31038	6	1	1	NA	NA
2216	babuim2_2216	32176	may support emotional health 	1	NA	13:01:57	565.433	30.2107	NA	NA	NA	NA	2216	babuim2_2216	32066	32163	6	1	0	NA	NA
2216	babuim2_2216	32175	may cause an increase in medicine	-2	NA		19	19	NA	NA	NA	NA	2216	babuim2_2216	32062	32163	6	0	0	NA	NA
2216	babuim2_2216	32174	affecting emotional and mental wellbeing	-3	NA		292.322	136.877	NA	NA	NA	NA	2216	babuim2_2216	32059	32165	6	0	0	NA	NA
2216	babuim2_2216	32174	affecting emotional and mental wellbeing	-3	NA		292.322	136.877	NA	NA	NA	NA	2216	babuim2_2216	32058	32163	6	0	0	NA	NA
2216	babuim2_2216	32173	affect on economy	0	NA		600.211	381.322	NA	NA	NA	NA	2216	babuim2_2216	32069	32163	6	1	0	NA	NA
2216	babuim2_2216	32172	could bring new research to light	1	NA		751.111	255.556	NA	NA	NA	NA	2216	babuim2_2216	32068	32163	6	1	0	NA	NA
2216	babuim2_2216	32171	regulating sleep	1	NA		695.556	93.3333	NA	NA	NA	NA	2216	babuim2_2216	32067	32163	6	1	0	NA	NA
2216	babuim2_2216	32170	not enough info available at the moment	-2	NA		28.0995	354.433	NA	NA	NA	NA	2216	babuim2_2216	32063	32163	6	0	0	NA	NA
2216	babuim2_2216	32169	damaging	-3	NA		36.3218	159.211	NA	NA	NA	NA	2216	babuim2_2216	32061	32163	6	0	0	NA	NA
2216	babuim2_2216	32168	trust issues	-2	NA	12:56:05	166.667	47.7778	NA	NA	NA	NA	2216	babuim2_2216	32060	32163	6	0	0	NA	NA
2216	babuim2_2216	32167	privacy	-2	NA		372.322	424.766	NA	NA	NA	NA	2216	babuim2_2216	32065	32163	6	0	0	NA	NA
2216	babuim2_2216	32166	ethical issues	-3	NA	12:54:32	226.655	359.988	NA	NA	NA	NA	2216	babuim2_2216	32064	32163	6	0	0	NA	NA
2141	bechan2_2141	30977	Impact on youth	10	Children are already seen to have much impact from games and computers in how their brains work and they perceive the world - what would access to an implant do?	18:13:47	267	377	NA	NA	NA	NA	2141	bechan2_2141	30892	30959	6	1	0	NA	NA
2141	bechan2_2141	30962	Manipulation of nature	10	The implant goes against what humans are evolved to do - but through building societies we have already pushed into that region without implants	18:13:09	557	162	NA	NA	NA	NA	2141	bechan2_2141	30778	30959	6	1	0	NA	NA
2141	bechan2_2141	31101	Being attacked/robbed while in a sleep cycle	-3	If people with implants have a set sleep cycle on, will they be able to wake up half way through, or will the implant not let them? This could lead to opportunistic theft or violent crime	18:12:30	739	345	NA	NA	NA	NA	2141	bechan2_2141	30863	30980	6	1	0	NA	NA
2141	bechan2_2141	31139	Schemes may be possible to make the implant widely available if safe	1	NA		76	617	NA	NA	NA	NA	2141	bechan2_2141	30909	31112	6	1	0	NA	NA
2141	bechan2_2141	31133	Any faults now may be perfected over time	3	As with any technology, it could improve overtime and become irreplaceable or receive updates	18:14:51	524	609	NA	NA	NA	NA	2141	bechan2_2141	30906	31106	9	1	0	NA	NA
2141	bechan2_2141	31121	Unknown errors may damage brain - you can never be sure	-1	You can never rule out all issues, and with the brain especially this is incredibly high risk	18:14:07	29	339	NA	NA	NA	NA	2141	bechan2_2141	30889	30983	6	1	0	NA	NA
2141	bechan2_2141	31116	May be used or misused to party/study/etc.	10	NA		114	457	NA	NA	NA	NA	2141	bechan2_2141	30894	30977	6	1	0	NA	NA
2141	bechan2_2141	31112	May be used as status amongst youth	-1	NA	18:08:54	270	536	NA	NA	NA	NA	2141	bechan2_2141	30895	30977	6	1	0	NA	NA
2141	bechan2_2141	31106	May bring further improvements going forward - improved implants etc.	1	NA		622	508	NA	NA	NA	NA	2141	bechan2_2141	30868	30986	9	1	0	NA	NA
2141	bechan2_2141	31097	Changing the nature of humans	10	NA		752	107	NA	NA	NA	NA	2141	bechan2_2141	30855	30962	6	1	0	NA	NA
2141	bechan2_2141	31094	Society may become reliant on implants	10	Medicine may be forever changed - patients opting not to, or unable to, have the implant may be disadvantaged	18:15:27	20	160	NA	NA	NA	NA	2141	bechan2_2141	30849	30966	6	1	0	NA	NA
2141	bechan2_2141	31090	Could save lives/improve wellbeing	2	NA	18:06:18	53	72	NA	NA	NA	NA	2141	bechan2_2141	30848	30966	6	1	0	NA	NA
2141	bechan2_2141	31018	Danger to civilians using the device	-2	NA		480	22	NA	NA	NA	NA	2141	bechan2_2141	30773	30963	6	1	0	NA	NA
2141	bechan2_2141	30963	Access to hackers	-1	NA	17:59:46	381	138	NA	NA	NA	NA	2141	bechan2_2141	30769	30959	6	0	0	NA	NA
2141	bechan2_2141	30963	Access to hackers	-1	NA	17:59:46	381	138	NA	NA	NA	NA	2141	bechan2_2141	30740	31009	6	1	1	NA	NA
2141	bechan2_2141	30986	Technological advancements	2	NA	17:59:54	479	377	NA	NA	NA	NA	2141	bechan2_2141	30782	30959	9	1	0	NA	NA
2141	bechan2_2141	30983	Lack of control	-1	NA	18:00:11	155	269	NA	NA	NA	NA	2141	bechan2_2141	30801	30959	6	0	0	NA	NA
2141	bechan2_2141	30980	Vulnerability during sleep	-2	NA	17:59:50	587	273	NA	NA	NA	NA	2141	bechan2_2141	30780	30959	9	0	0	NA	NA
2141	bechan2_2141	30966	Improvement in medicine	3	NA	18:00:16	189	160	NA	NA	NA	NA	2141	bechan2_2141	30829	30959	6	1	0	NA	NA
2141	bechan2_2141	31009	May be able to track hacking teams through reverse	3	Use signals/tracking in reverse etc.	18:14:19	264	20	NA	NA	NA	NA	2141	bechan2_2141	30740	30963	6	1	1	NA	NA
2182	bopofr2_2182	31714	if it becomes more in demand, some people might be forced to use it for their jobs or school	-3	NA		39	626	NA	NA	NA	NA	2182	bopofr2_2182	31623	31710	6	0	1	NA	NA
2182	bopofr2_2182	31710	voluntary	3	NA		278	517	NA	NA	NA	NA	2182	bopofr2_2182	31611	31676	6	1	0	NA	NA
2182	bopofr2_2182	31708	could become a thing of status amongst rich people	10	NA		206	116	NA	NA	NA	NA	2182	bopofr2_2182	31653	31706	6	0	1	NA	NA
2182	bopofr2_2182	31706	could become more expensive when it gets more in demand	10	NA	22:04:28	408	20	NA	NA	NA	NA	2182	bopofr2_2182	31652	31705	6	1	0	NA	NA
2182	bopofr2_2182	31705	affordable	0	NA		415	145	NA	NA	NA	NA	2182	bopofr2_2182	31605	31676	6	1	0	NA	NA
2182	bopofr2_2182	31704	can lead to long term effects	-3	NA		90	495	NA	NA	NA	NA	2182	bopofr2_2182	31658	31694	6	0	1	NA	NA
2182	bopofr2_2182	31702	can help people with sleep disorders	3	NA		729	559	NA	NA	NA	NA	2182	bopofr2_2182	31610	31676	6	1	0	NA	NA
2182	bopofr2_2182	31700	can lead to abuse of implant and individual	-3	NA		409	621	NA	NA	NA	NA	2182	bopofr2_2182	31622	31698	6	0	1	NA	NA
2182	bopofr2_2182	31698	can be hacked	-3	NA	21:57:51	668	658	NA	NA	NA	NA	2182	bopofr2_2182	31620	31697	6	0	1	NA	NA
2182	bopofr2_2182	31697	controlled through app	0	NA		529	495	NA	NA	NA	NA	2182	bopofr2_2182	31608	31676	6	1	0	NA	NA
2182	bopofr2_2182	31696	increases productivity	3	NA		724	418	NA	NA	NA	NA	2182	bopofr2_2182	31609	31676	6	1	0	NA	NA
2182	bopofr2_2182	31695	not a lot of research has been done	-3	NA		642	291	NA	NA	NA	NA	2182	bopofr2_2182	31607	31676	6	0	0	NA	NA
2182	bopofr2_2182	31694	uses body's energy to work	10	NA	21:59:01	223	360	NA	NA	NA	NA	2182	bopofr2_2182	31657	31691	6	1	0	NA	NA
2182	bopofr2_2182	31691	saves money on buying things to charge it	3	NA		38	372	NA	NA	NA	NA	2182	bopofr2_2182	31656	31690	6	1	1	NA	NA
2182	bopofr2_2182	31690	energy autonomous	3	NA		75	207	NA	NA	NA	NA	2182	bopofr2_2182	31613	31676	6	1	0	NA	NA
2182	bopofr2_2182	31689	saves money	3	NA		146	20	NA	NA	NA	NA	2182	bopofr2_2182	31654	31688	6	1	0	NA	NA
2182	bopofr2_2182	31688	self-repairing	3	NA		37	97	NA	NA	NA	NA	2182	bopofr2_2182	31615	31676	6	1	0	NA	NA
2182	bopofr2_2182	31687	can cause long term effects on body	-3	NA		756	20	NA	NA	NA	NA	2182	bopofr2_2182	31639	31683	6	1	1	NA	NA
2182	bopofr2_2182	31685	good for the planet	3	NA		762	197	NA	NA	NA	NA	2182	bopofr2_2182	31651	31683	6	1	1	NA	NA
2182	bopofr2_2182	31683	biodegradable	10	NA	21:51:52	594	106	NA	NA	NA	NA	2182	bopofr2_2182	31606	31676	6	1	0	NA	NA
2182	bopofr2_2182	31710	voluntary	3	NA		278	517	NA	NA	NA	NA	2182	bopofr2_2182	31623	31714	6	0	1	NA	NA
2182	bopofr2_2182	31706	could become more expensive when it gets more in demand	10	NA	22:04:28	408	20	NA	NA	NA	NA	2182	bopofr2_2182	31653	31708	6	0	1	NA	NA
2182	bopofr2_2182	31698	can be hacked	-3	NA	21:57:51	668	658	NA	NA	NA	NA	2182	bopofr2_2182	31622	31700	6	0	1	NA	NA
2182	bopofr2_2182	31697	controlled through app	0	NA		529	495	NA	NA	NA	NA	2182	bopofr2_2182	31620	31698	6	0	1	NA	NA
2182	bopofr2_2182	31694	uses body's energy to work	10	NA	21:59:01	223	360	NA	NA	NA	NA	2182	bopofr2_2182	31658	31704	6	0	1	NA	NA
2182	bopofr2_2182	31690	energy autonomous	3	NA		75	207	NA	NA	NA	NA	2182	bopofr2_2182	31656	31691	6	1	1	NA	NA
2182	bopofr2_2182	31683	biodegradable	10	NA	21:51:52	594	106	NA	NA	NA	NA	2182	bopofr2_2182	31651	31685	6	1	1	NA	NA
2182	bopofr2_2182	31683	biodegradable	10	NA	21:51:52	594	106	NA	NA	NA	NA	2182	bopofr2_2182	31639	31687	6	1	1	NA	NA
2174	brabgo2_2174	31603	concerns re hacking	-3	NA	20:52:15	1943.33	843.333	NA	NA	NA	NA	2174	brabgo2_2174	31532	31600	9	1	1	NA	NA
2174	brabgo2_2174	31603	concerns re hacking	-3	NA	20:52:15	1943.33	843.333	NA	NA	NA	NA	2174	brabgo2_2174	31531	31568	9	0	0	NA	NA
2174	brabgo2_2174	31600	we don't know the policies for privacy	-3	NA	20:51:57	1756.33	603.333	NA	NA	NA	NA	2174	brabgo2_2174	31533	31589	6	0	0	NA	NA
2174	brabgo2_2174	31600	we don't know the policies for privacy	-3	NA	20:51:57	1756.33	603.333	NA	NA	NA	NA	2174	brabgo2_2174	31530	31568	9	0	0	NA	NA
2174	brabgo2_2174	31596	increased productivity/efficiecy	10	NA	20:43:36	1421.67	161.333	NA	NA	NA	NA	2174	brabgo2_2174	31500	31569	6	1	0	NA	NA
2174	brabgo2_2174	31595	exploitable by employers	-3	NA	20:43:21	1584.97	480.286	NA	NA	NA	NA	2174	brabgo2_2174	31503	31596	9	1	1	NA	NA
2174	brabgo2_2174	31595	exploitable by employers	-3	NA	20:43:21	1584.97	480.286	NA	NA	NA	NA	2174	brabgo2_2174	31517	31572	9	1	1	NA	NA
2174	brabgo2_2174	31595	exploitable by employers	-3	NA	20:43:21	1584.97	480.286	NA	NA	NA	NA	2174	brabgo2_2174	31510	31568	6	0	0	NA	NA
2174	brabgo2_2174	31595	exploitable by employers	-3	NA	20:43:21	1584.97	480.286	NA	NA	NA	NA	2174	brabgo2_2174	31502	31569	6	1	0	NA	NA
2174	brabgo2_2174	31593	coercion to get the impant	-3	even if the implant isn;t officially compulsory, the applications and increased productivity will almost certainly lead to huge social and economic pressure to get one	20:43:00	1529.67	756.661	NA	NA	NA	NA	2174	brabgo2_2174	31506	31595	9	1	1	NA	NA
2174	brabgo2_2174	31592	Social inequality	-3	NA	20:41:46	1262	831.667	NA	NA	NA	NA	2174	brabgo2_2174	31508	31595	6	1	1	NA	NA
2174	brabgo2_2174	31592	Social inequality	-3	NA	20:41:46	1262	831.667	NA	NA	NA	NA	2174	brabgo2_2174	31507	31593	6	1	1	NA	NA
2174	brabgo2_2174	31592	Social inequality	-3	NA	20:41:46	1262	831.667	NA	NA	NA	NA	2174	brabgo2_2174	31505	31584	9	1	1	NA	NA
2174	brabgo2_2174	31589	access	0	NA		931.75	738.75	NA	NA	NA	NA	2174	brabgo2_2174	31499	31578	6	0	0	NA	NA
2174	brabgo2_2174	31589	access	0	NA		931.75	738.75	NA	NA	NA	NA	2174	brabgo2_2174	31498	31584	6	0	1	NA	NA
2174	brabgo2_2174	31589	access	0	NA		931.75	738.75	NA	NA	NA	NA	2174	brabgo2_2174	31497	31566	6	1	0	NA	NA
2174	brabgo2_2174	31582	cost	10	NA		606.984	586.5	NA	NA	NA	NA	2174	brabgo2_2174	31495	31567	6	0	0	NA	NA
2174	brabgo2_2174	31582	cost	10	NA		606.984	586.5	NA	NA	NA	NA	2174	brabgo2_2174	31494	31566	6	1	0	NA	NA
2174	brabgo2_2174	31584	People may have to pay to access	-3	NA	20:37:59	325.729	714.005	NA	NA	NA	NA	2174	brabgo2_2174	31493	31582	9	1	1	NA	NA
2174	brabgo2_2174	31578	could be used to treat sleep disorders	3	NA	20:35:31	297.5	17	NA	NA	NA	NA	2174	brabgo2_2174	31496	31584	6	0	1	NA	NA
2174	brabgo2_2174	31578	could be used to treat sleep disorders	3	NA	20:35:31	297.5	17	NA	NA	NA	NA	2174	brabgo2_2174	31486	31572	6	1	1	NA	NA
2174	brabgo2_2174	31577	self repairing	3	NA		40.25	99	NA	NA	NA	NA	2174	brabgo2_2174	31489	31567	6	1	0	NA	NA
2174	brabgo2_2174	31576	biodegradable	3	NA		22	379.98	NA	NA	NA	NA	2174	brabgo2_2174	31492	31575	6	1	1	NA	NA
