CAM_ID	participantCAM	mean_1_technologicalimplant	mean_2_technologicalimplant	mean_1_dashed_technologicalimplant	mean_2_dashed_technologicalimplant	mean_2_weighted_technologicalimplant	mean_2_weighted_dashed_technologicalimplant
pebrt1_1868	pebrt1_1868	0.5555555555555556	0.36363636363636365	0.5555555555555556	0.36363636363636365	0.45	0.4090909090909091
peviw1_1824	peviw1_1824	0	0.2777777777777778	0	0.2777777777777778	0.20833333333333334	0.1388888888888889
pibrr1_1838	pibrr1_1838	1.4	0.7333333333333333	1.4	0.7333333333333333	0.9	0.6
prloj1_1969	prloj1_1969	-0.3333333333333333	0.5555555555555556	-0.3333333333333333	0.5555555555555556	0.3333333333333333	0.2222222222222222
rahut1_1925	rahut1_1925	NA	NA	NA	NA	NA	NA
ranor1_1850	ranor1_1850	0.08333333333333333	0.11764705882352941	0.08333333333333333	0.11764705882352941	0.10344827586206896	0.08823529411764706
rimia1_1826	rimia1_1826	-1	-0.16666666666666666	-1	-0.16666666666666666	-0.4117647058823529	-0.2916666666666667
rolia1_1891	rolia1_1891	NA	NA	NA	NA	NA	NA
saalr1_1882	saalr1_1882	0	-0.21428571428571427	0	-0.21428571428571427	-0.14285714285714285	-0.10714285714285714
sabue1_1869	sabue1_1869	-0.5454545454545454	-0.75	-0.5454545454545454	-0.75	-0.6521739130434783	-0.625
sahvd1_1890	sahvd1_1890	0	0.14285714285714285	0	0.14285714285714285	0.09090909090909091	0.07142857142857142
saloi1_1864	saloi1_1864	0.2	0	0.2	0	0.06666666666666667	0.05
scbir1_1934	scbir1_1934	0	0.6	0	0.6	0.4	0.3
siror1_1888	siror1_1888	-0.5	-1	-0.5	-1	-0.8333333333333334	-0.625
sites1_1884	sites1_1884	-0.36363636363636365	-0.6923076923076923	-0.36363636363636365	-0.6923076923076923	-0.5416666666666666	-0.5
skdec1_1828	skdec1_1828	-1	-0.3	-1	-0.3	-0.6111111111111112	-0.55
slnes1_1932	slnes1_1932	-1	0	-1	0	-0.3333333333333333	-0.25
smkij1_1881	smkij1_1881	0	-0.38461538461538464	0	-0.38461538461538464	-0.29411764705882354	-0.19230769230769232
sutoj1_1914	sutoj1_1914	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
sybas1_1879	sybas1_1879	0	0	0	0	0	0
syloa1_1842	syloa1_1842	0.42857142857142855	0.35714285714285715	0.42857142857142855	0.35714285714285715	0.38095238095238093	0.2857142857142857
tapom1_1893	tapom1_1893	0	-0.6111111111111112	0	-0.6111111111111112	-0.4230769230769231	-0.3055555555555556
thcap1_1929	thcap1_1929	-1.6666666666666667	-1.894736842105263	-1.6666666666666667	-1.894736842105263	-1.84	-1.2105263157894737
thwhd1_1928	thwhd1_1928	-0.5454545454545454	-0.6923076923076923	-0.5454545454545454	-0.6923076923076923	-0.625	-0.5769230769230769
trquj1_1837	trquj1_1837	-0.4444444444444444	-0.5882352941176471	-0.4444444444444444	-0.5882352941176471	-0.5384615384615384	-0.4117647058823529
tulos1_1848	tulos1_1848	NA	NA	NA	NA	NA	NA
tunoj1_1895	tunoj1_1895	NA	NA	NA	NA	NA	NA
tupls1_1855	tupls1_1855	-1.2	-0.3333333333333333	-1.2	-0.3333333333333333	-0.6428571428571429	-0.5
unulr1_1933	unulr1_1933	1.1818181818181819	0.8666666666666667	1.1818181818181819	0.8666666666666667	1	0.8666666666666667
vapij1_1877	vapij1_1877	1	2	1	2	1.6666666666666667	1.25
wabad1_1849	wabad1_1849	0.6	-0.35714285714285715	0.6	-0.35714285714285715	-0.10526315789473684	-0.07142857142857142
wienk1_1903	wienk1_1903	0.125	0.23076923076923078	0.125	0.23076923076923078	0.19047619047619047	0.15384615384615385
wisow1_1825	wisow1_1825	-0.1111111111111111	-0.45	-0.1111111111111111	-0.45	-0.3448275862068966	-0.25
wisup1_1965	wisup1_1965	NA	NA	NA	NA	NA	NA
